it	prior	PP_lik	BD_lik	q_0	q_1	q_2	root_age	death_age	w_shape	w_scale_0	mean_longevity_0	tot_length	
2024	-13.205742	-5831.839006	-1208.750174	1.912782	0.829597	0.007745	24.867207	0.030154	0.575781	1.176958	1.872646	1654.256410
2025	-13.703173	-5889.881309	-1192.509792	1.867997	0.984401	0.002831	23.926852	0.052526	0.660840	1.551704	2.082105	1661.190088
2026	-13.972333	-5904.291258	-1207.220815	1.794412	0.858796	0.001369	24.776711	0.009953	0.617902	1.355299	1.964654	1684.729720
2027	-14.328474	-6001.541897	-1206.308902	1.804526	0.845672	0.000613	23.871987	0.007553	0.707402	1.578263	1.978081	1713.266344
2028	-13.461367	-5959.926124	-1205.641057	1.789765	0.758444	0.003471	24.861789	0.046150	0.668191	1.624640	2.154514	1707.569077
2029	-12.982491	-6004.937048	-1207.526490	1.771510	0.801867	0.008804	24.229849	0.191293	0.802872	2.014654	2.276786	1721.558806
2030	-12.336151	-6015.242117	-1221.295768	1.734081	0.913804	0.034331	23.895878	0.004282	0.632882	1.331273	1.875122	1732.584735
2031	-12.441425	-5969.354529	-1207.894868	1.765603	0.881980	0.034639	26.057039	0.017502	0.656349	1.665588	2.251457	1706.040954
2032	-12.079895	-5944.745237	-1206.220893	1.779848	0.771193	0.060505	24.675855	0.197435	0.669040	1.503471	1.991173	1690.511541
2033	-12.586220	-5870.505419	-1200.675862	1.834468	0.898612	0.023362	23.751988	0.037107	0.619054	1.305839	1.888637	1664.841857
2034	-12.693587	-5870.124315	-1206.858084	1.810014	0.902492	0.020010	24.975960	0.030402	0.675821	1.570624	2.058485	1664.047882
2035	-12.264235	-5873.062088	-1207.250036	1.791842	0.767359	0.041386	24.712590	0.052746	0.589806	1.121568	1.726239	1667.312405
2036	-12.378828	-5909.825436	-1195.643247	1.714466	0.891439	0.030424	24.312196	0.126807	0.680302	1.476477	1.922113	1667.694587
2037	-12.582039	-5908.782050	-1202.583597	1.794128	1.068043	0.027792	23.988932	0.138321	0.621444	1.352664	1.947182	1673.163963
2038	-12.673790	-5892.983807	-1195.979702	1.822965	0.792150	0.017747	24.413871	0.006372	0.708291	1.481750	1.854944	1662.574123
2039	-12.663420	-5958.223047	-1198.067911	1.805847	0.981453	0.022922	24.852534	0.003536	0.671962	1.509995	1.990751	1688.363132
2040	-12.977700	-5911.465607	-1208.867790	1.706665	0.886217	0.008476	24.066338	0.055758	0.644105	1.417065	1.955973	1687.534852
2041	-12.483543	-6010.214810	-1198.940907	1.778292	0.865450	0.026690	24.272541	0.012573	0.793190	1.934411	2.205273	1719.716682
2042	-12.468629	-6046.359084	-1210.953218	1.772613	0.766875	0.025647	24.700442	0.115016	0.786646	1.930904	2.214739	1733.851687
2043	-12.233246	-5989.137958	-1210.271997	1.762918	0.782741	0.046499	25.682773	0.129638	0.656535	1.501703	2.029298	1716.100410
2044	-12.335572	-6038.516979	-1217.949657	1.801570	0.730847	0.035901	24.897284	0.112734	0.790255	2.077842	2.375227	1744.980118
2045	-12.262422	-6075.056807	-1212.496271	1.729524	0.720031	0.034496	24.204352	0.322961	0.836022	2.168156	2.383877	1750.862005
2046	-12.832376	-6011.835371	-1213.312245	1.779275	0.791283	0.013853	25.825006	0.115655	0.730577	1.890821	2.301911	1727.756990
2047	-12.870488	-6013.067909	-1212.182073	1.794281	0.835680	0.013447	25.482363	0.320192	0.799334	2.106551	2.388154	1722.457941
2048	-13.060115	-5968.243363	-1210.285588	1.731403	0.796627	0.007294	24.764932	0.187759	0.691869	1.715299	2.195892	1709.710814
2049	-12.898282	-5952.645877	-1207.991418	1.762090	0.880872	0.011415	24.527142	0.070448	0.669439	1.650228	2.184173	1692.047712
2050	-13.130754	-5971.840945	-1205.521948	1.779601	0.974497	0.008085	24.477571	0.064935	0.786127	1.921923	2.205518	1707.009193
2051	-13.706403	-5952.746271	-1208.530159	1.749409	0.884625	0.002127	24.442001	0.069961	0.714689	1.552397	1.927346	1698.000359
2052	-13.365500	-5959.106408	-1205.925417	1.835994	0.790146	0.004344	24.108671	0.042809	0.792179	1.842138	2.102037	1699.466318
2053	-12.194798	-5992.451142	-1215.847163	1.785068	0.806327	0.049183	24.788207	0.090006	0.703049	1.585959	1.999280	1721.072477
2054	-12.322882	-5935.985382	-1204.635278	1.814497	0.962340	0.047856	24.928071	0.043965	0.670345	1.528175	2.019775	1688.004610
2055	-11.925864	-5941.449036	-1202.819122	1.765552	0.788596	0.080101	23.943815	0.134592	0.634375	1.314572	1.846508	1680.684105
2056	-12.458863	-5949.283756	-1201.865618	1.759393	0.960438	0.030285	24.299371	0.221616	0.671955	1.540103	2.030467	1683.486233
2057	-12.249049	-5957.372900	-1197.299028	1.717283	0.962190	0.047801	24.934156	0.023120	0.710336	1.787353	2.231542	1689.835172
2058	-12.685402	-5933.120553	-1205.803353	1.785261	0.779098	0.016105	24.330297	0.015454	0.661918	1.455902	1.950145	1699.123628
2059	-12.790229	-5985.610810	-1223.554117	1.794559	0.834680	0.013788	24.108893	0.062242	0.619643	1.376929	1.989139	1734.403140
2060	-12.382716	-5976.530479	-1218.698080	1.797987	0.818968	0.031201	23.948833	0.028078	0.695546	1.557389	1.983496	1728.085828
2061	-12.407288	-5952.011899	-1211.835205	1.768222	0.827815	0.029350	24.118266	0.020142	0.670514	1.692544	2.236431	1709.275733
2062	-12.784589	-5942.408450	-1202.131722	1.752624	0.753307	0.013586	25.426083	0.117140	0.770612	1.951254	2.273374	1695.240489
2063	-12.612632	-5944.788500	-1201.960922	1.829859	0.799965	0.021769	24.822147	0.159896	0.689253	1.672747	2.149392	1691.988984
2064	-13.068396	-5987.337834	-1209.519054	1.760173	0.809152	0.007103	23.827689	0.019644	0.754363	2.010399	2.382319	1706.767283
2065	-12.570794	-5919.044286	-1192.515186	1.799545	0.761865	0.021098	24.598027	0.007961	0.699667	1.591439	2.015395	1678.249740
2066	-12.477590	-5937.607137	-1198.803889	1.773624	0.720731	0.023189	24.187381	0.037562	0.695381	1.783443	2.271921	1674.712894
2067	-12.966258	-5967.788980	-1206.034553	1.782566	1.156106	0.013893	24.169722	0.032944	0.740423	1.754731	2.111803	1703.360120
2068	-12.738937	-5935.294872	-1200.578312	1.804960	0.966638	0.018930	24.685312	0.083538	0.697304	1.632061	2.073549	1677.132433
2069	-12.512035	-5969.687491	-1198.964045	1.754263	1.094812	0.033559	24.816181	0.000153	0.739065	1.758863	2.120076	1689.887507
2070	-12.065544	-5969.332326	-1200.214426	1.739638	1.027528	0.077016	24.412358	0.050249	0.735551	1.569584	1.899648	1683.469929
2071	-12.258978	-5946.297777	-1193.807945	1.853831	0.946934	0.052582	24.011802	0.008188	0.734139	1.590259	1.927858	1669.027945
2072	-12.519736	-5866.801792	-1198.930525	1.832261	0.870059	0.026263	23.703238	0.089603	0.565429	0.967153	1.579483	1652.679288
2073	-12.346572	-5985.724106	-1196.157564	1.826644	0.861660	0.038670	24.310588	0.184239	0.782035	1.826377	2.104073	1694.325334
2074	-12.993166	-5889.084011	-1202.215005	1.839025	0.939838	0.010327	23.391674	0.185549	0.643191	1.527102	2.111250	1670.533926
2075	-12.372400	-5955.487609	-1211.628174	1.755131	0.873518	0.030736	23.580988	0.021571	0.736889	1.823390	2.203390	1707.058728
2076	-12.663237	-5940.429923	-1202.093564	1.745342	0.888684	0.016884	23.738581	0.040700	0.675663	1.633503	2.141410	1685.510854
2077	-12.573097	-5958.966101	-1206.762632	1.779879	0.905037	0.022725	24.163305	0.009904	0.738310	1.736145	2.094515	1700.408515
2078	-12.567215	-6057.590519	-1216.411990	1.847579	0.801710	0.024052	24.569892	0.008648	0.757337	1.792235	2.117034	1750.178316
2079	-12.673187	-5990.576958	-1209.736358	1.794216	0.821799	0.017998	24.659375	0.095626	0.716118	1.643739	2.037041	1722.438595
2080	-12.507709	-5991.289128	-1211.747536	1.778148	0.804793	0.024298	24.534758	0.240921	0.691779	1.680768	2.151961	1726.769140
2081	-12.294801	-5989.794799	-1213.645170	1.760234	0.910501	0.041325	24.271484	0.024551	0.630377	1.570896	2.222985	1719.691237
2082	-12.890763	-6010.211851	-1216.632921	1.819519	0.867086	0.012846	24.740798	0.107446	0.717704	1.819941	2.250881	1724.893651
2083	-13.215227	-6002.463158	-1207.121238	1.736857	1.002667	0.007261	25.712984	0.022035	0.725110	1.707145	2.092062	1710.702110
2084	-13.260668	-5957.490047	-1205.071182	1.803431	0.921870	0.007105	26.267084	0.002622	0.670136	1.605488	2.122650	1691.524460
2085	-13.754630	-5962.423695	-1202.404338	1.793539	0.873377	0.002092	24.428763	0.049575	0.668812	1.662973	2.203203	1691.680463
2086	-13.511807	-5910.759565	-1199.270886	1.888999	0.803106	0.003740	24.501442	0.282963	0.683550	1.691453	2.191439	1677.697518
2087	-12.674851	-5966.564650	-1192.118419	1.809342	0.987537	0.021876	24.391417	0.032299	0.786610	1.885750	2.163021	1699.597868
2088	-12.561306	-6009.828722	-1213.830719	1.766984	0.949362	0.023655	23.987200	0.014455	0.689775	1.607811	2.064414	1726.190505
2089	-12.409679	-6010.043112	-1204.859689	1.787426	0.961375	0.040273	25.556200	0.074688	0.728075	1.821841	2.224600	1719.542449
2090	-13.105947	-5943.414893	-1203.397886	1.790032	0.890913	0.007586	24.113101	0.033816	0.733500	1.781097	2.160831	1694.045926
2091	-12.037226	-5966.129312	-1203.071041	1.796792	0.845852	0.066226	23.482714	0.078663	0.687848	1.531867	1.972336	1697.676158
2092	-12.362298	-5944.257030	-1212.876781	1.813549	0.731859	0.033404	24.851406	0.020981	0.729883	1.634504	1.991518	1711.729002
2093	-12.419460	-6017.644277	-1221.309788	1.754590	0.839989	0.028010	24.037096	0.106326	0.769758	1.922631	2.241959	1746.854521
2094	-12.057048	-5996.076281	-1215.523585	1.782379	0.685106	0.062881	25.311969	0.054419	0.678145	1.530089	1.998336	1730.745103
2095	-12.127763	-5941.322810	-1198.475704	1.736680	0.752316	0.045614	23.937620	0.000550	0.682783	1.523177	1.975643	1694.181387
2096	-12.343771	-5940.347804	-1210.222817	1.877586	0.934807	0.047120	24.635290	0.399893	0.715114	1.404998	1.743401	1694.640370
2097	-12.086323	-5968.962730	-1209.335658	1.767494	0.850036	0.063412	24.678343	0.064353	0.723761	1.660294	2.038012	1706.669008
2098	-12.921441	-5944.634281	-1205.138283	1.781871	0.913068	0.013369	26.086960	0.034018	0.638376	1.468791	2.048148	1700.329489
2099	-12.540212	-5902.946225	-1194.216718	1.819329	0.835914	0.024873	24.541019	0.217083	0.680538	1.479586	1.925485	1657.911406
2100	-12.656105	-5966.151441	-1205.317861	1.816588	0.754684	0.018344	24.763043	0.121629	0.692595	1.576386	2.015995	1699.266724
2101	-12.715753	-5956.054477	-1187.725624	1.791432	1.047239	0.022763	25.311855	0.298976	0.737907	1.748436	2.110327	1668.823746
2102	-12.460447	-5987.726663	-1208.918264	1.805196	0.818665	0.027610	24.204634	0.085839	0.758247	1.816966	2.144172	1698.246043
2103	-13.000993	-5946.018712	-1202.947371	1.746250	0.909794	0.008917	24.209041	0.240080	0.660545	1.410640	1.893731	1685.610814
2104	-12.128975	-5983.010787	-1217.849610	1.766616	0.848030	0.055162	23.973394	0.078607	0.805697	2.122726	2.392967	1707.648409
2105	-12.171248	-6038.087111	-1206.553220	1.729662	0.908388	0.056037	25.150324	0.071846	0.721940	1.895889	2.332435	1714.971690
2106	-12.472718	-5989.896002	-1214.486610	1.856840	0.913493	0.032776	24.182820	0.154965	0.690618	1.664701	2.134897	1713.567127
2107	-12.342612	-6017.515536	-1220.487539	1.736106	0.833658	0.031928	24.238071	0.107383	0.700054	1.609048	2.036622	1725.984967
2108	-12.585731	-5979.162814	-1206.541867	1.719135	0.899958	0.018941	23.668770	0.206215	0.708145	1.640079	2.053547	1710.602480
2109	-12.053308	-5996.738395	-1216.462223	1.776132	0.840118	0.070170	24.778653	0.064211	0.640240	1.433552	1.992329	1716.879187
2110	-12.376398	-6008.015213	-1211.469871	1.768938	0.978005	0.037115	24.131552	0.046771	0.762860	1.825836	2.144214	1720.462361
2111	-12.264889	-5946.758625	-1202.273442	1.810376	0.867384	0.045445	24.373492	0.031737	0.742319	1.728784	2.076087	1693.150282
2112	-12.401681	-5968.512957	-1204.167785	1.750341	1.037615	0.038346	24.652611	0.147816	0.765956	1.758665	2.058726	1698.075799
2113	-12.624888	-6024.267734	-1202.992433	1.784580	0.936389	0.022081	24.349348	0.001752	0.779206	2.004090	2.315137	1725.250548
2114	-12.335644	-5966.704614	-1210.171761	1.777741	0.740062	0.031169	24.030145	0.190928	0.687020	1.571915	2.026314	1696.261980
2115	-12.191881	-5969.232638	-1197.038649	1.763780	0.866224	0.050614	24.656286	0.013757	0.694450	1.634398	2.084756	1692.003825
2116	-12.537869	-5942.485445	-1210.431683	1.737540	0.925297	0.023458	24.375845	0.021801	0.683522	1.379226	1.786992	1687.366828
2117	-12.744109	-5916.201112	-1210.587060	1.813176	0.862486	0.018292	25.456511	0.116965	0.609661	1.381860	2.036948	1681.258337
2118	-12.382657	-5994.637091	-1213.117467	1.727147	0.709583	0.027107	24.727110	0.027943	0.698745	1.739076	2.205142	1714.829590
2119	-12.689000	-5977.142034	-1209.916237	1.702820	1.005390	0.018060	24.425897	0.014031	0.734200	1.715074	2.079021	1704.549528
2120	-12.963207	-5974.481140	-1206.711594	1.777221	0.827449	0.009275	24.184378	0.093580	0.785463	1.801169	2.068247	1717.727668
2121	-13.498901	-5962.279608	-1210.449471	1.775678	0.728511	0.002845	24.212520	0.038531	0.720794	1.581465	1.948382	1712.508723
2122	-12.762237	-5973.719538	-1206.021368	1.813348	0.922580	0.017492	24.668249	0.007747	0.656551	1.591979	2.151234	1706.821600
2123	-13.221055	-5944.543164	-1214.599811	1.772165	0.902669	0.005875	24.020322	0.044085	0.606352	1.245611	1.848838	1701.012873
2124	-12.809850	-5923.496508	-1210.537200	1.837829	0.933151	0.015307	23.783634	0.056961	0.696001	1.626547	2.070270	1687.862019
2125	-13.582280	-6015.253311	-1200.362153	1.779236	0.805227	0.002561	24.043168	0.066702	0.753551	1.697033	2.012746	1714.745960
2126	-13.424246	-6017.653636	-1208.108869	1.792176	0.778089	0.003622	24.284110	0.003704	0.801773	1.915791	2.167168	1720.408677
2127	-12.845648	-5937.072883	-1198.216303	1.781439	0.927034	0.014508	25.105411	0.080242	0.727136	1.772750	2.167113	1671.240772
2128	-12.907561	-6002.539527	-1205.483931	1.758693	0.953378	0.011932	24.555079	0.045088	0.720848	1.623158	1.999613	1695.638720
2129	-12.738367	-5932.645074	-1197.833483	1.774049	0.938590	0.018096	24.926971	0.076059	0.740645	1.945559	2.340870	1664.204954
2130	-13.772813	-5938.065011	-1195.973403	1.809939	0.903770	0.002151	24.405325	0.197145	0.720029	1.894764	2.336595	1658.670693
2131	-13.174944	-5943.725364	-1197.706938	1.793645	1.009016	0.007665	24.174098	0.378200	0.684391	1.656851	2.143969	1663.248934
2132	-13.214297	-5973.574497	-1196.698961	1.836635	1.022632	0.007626	24.008966	0.124102	0.687467	1.675173	2.158030	1679.678430
2133	-13.182387	-5937.067551	-1203.749179	1.757025	0.975998	0.006548	23.735814	0.046913	0.622173	1.295619	1.862413	1680.891877
2134	-12.921040	-5968.788487	-1198.316999	1.816106	0.867169	0.011800	24.675157	0.142487	0.735945	1.742842	2.108370	1684.429031
2135	-12.182453	-5992.642023	-1199.642787	1.817774	0.991925	0.065664	24.165394	0.050207	0.793887	2.083995	2.374283	1699.563390
2136	-12.842411	-5952.419059	-1208.493812	1.824233	0.692324	0.011601	24.435711	0.040255	0.739906	1.668785	2.009559	1699.490127
2137	-13.088649	-5986.186063	-1205.936370	1.811188	0.806788	0.007433	23.923671	0.050112	0.848315	2.094057	2.281070	1707.340110
2138	-12.614139	-5994.671903	-1202.724858	1.767126	0.865516	0.019859	24.346918	0.220115	0.732332	1.730093	2.101849	1697.298423
2139	-12.338072	-5961.607774	-1194.501898	1.755010	0.832196	0.032925	24.090078	0.110743	0.764034	1.810989	2.124187	1678.168973
2140	-12.856148	-5948.271903	-1201.893640	1.778852	0.822556	0.011092	23.683422	0.017032	0.692988	1.653022	2.112832	1682.869994
2141	-13.151301	-5937.141666	-1198.769141	1.730691	0.991071	0.007383	24.701913	0.070626	0.637184	1.346698	1.881950	1679.654575
2142	-13.705504	-5977.492374	-1212.601310	1.719903	1.018683	0.002623	25.468043	0.002052	0.685644	1.610314	2.079952	1717.828016
2143	-13.945441	-5982.187171	-1218.436466	1.768660	0.860617	0.001431	25.043389	0.076558	0.768777	1.970581	2.300160	1710.356420
2144	-13.670952	-5987.581332	-1210.750503	1.749558	0.714570	0.002202	25.763907	0.021778	0.732260	1.716060	2.084981	1705.821635
2145	-14.090580	-6010.461859	-1209.961217	1.811862	1.012446	0.001297	24.653411	0.111859	0.781811	1.820461	2.097711	1717.271184
2146	-13.496662	-5970.929032	-1207.995761	1.743311	0.835932	0.003196	24.880277	0.137215	0.671583	1.495416	1.972686	1710.595360
2147	-12.916235	-6026.019925	-1219.627371	1.776925	0.814546	0.010334	24.432100	0.020260	0.757691	1.787285	2.110392	1743.169399
2148	-12.903988	-6018.581803	-1210.766640	1.818165	0.899067	0.012591	24.454410	0.028552	0.749409	1.892890	2.255214	1733.405791
2149	-13.026995	-6031.720828	-1213.272208	1.821856	0.812685	0.006753	23.426308	0.041968	0.685777	1.738438	2.245007	1732.061352
2150	-12.460373	-6055.248389	-1207.131545	1.787642	0.882928	0.023360	24.090443	0.023314	0.769067	1.920873	2.241477	1730.962701
2151	-12.784056	-6055.607891	-1216.866253	1.807659	0.717644	0.010847	24.448055	0.131931	0.708003	1.785508	2.236056	1740.323510
2152	-13.725663	-6077.118063	-1215.700737	1.851720	0.799990	0.001880	24.382521	0.065176	0.796418	2.071552	2.354663	1751.814022
2153	-13.420379	-6014.048085	-1214.274449	1.787467	0.954202	0.003580	24.285600	0.100095	0.749751	1.796172	2.139179	1725.653206
2154	-12.948302	-6059.525879	-1217.599357	1.766378	0.763289	0.007466	24.546981	0.032488	0.778007	1.748494	2.022236	1747.393878
2155	-12.110027	-6053.519403	-1217.531329	1.791237	0.849528	0.050003	24.343980	0.040863	0.798418	2.054708	2.331297	1745.902773
2156	-13.032203	-6050.821801	-1214.608688	1.757590	0.854817	0.006586	24.157662	0.009337	0.737966	1.714770	2.069550	1727.202029
2157	-12.804027	-5974.441850	-1199.515547	1.824964	0.810111	0.012600	25.478793	0.056766	0.787508	1.798665	2.061385	1694.309330
2158	-12.219945	-6039.569676	-1202.841361	1.782059	0.856247	0.038608	24.227521	0.072404	0.807908	2.110991	2.375163	1714.005942
2159	-12.659996	-6032.626957	-1207.002459	1.814628	0.911781	0.018437	24.965754	0.137774	0.789514	2.165088	2.476670	1718.064464
2160	-12.303116	-6060.899718	-1207.405486	1.749810	0.925081	0.035466	25.195585	0.109629	0.810320	1.944808	2.183635	1725.237581
2161	-13.503891	-6036.554732	-1197.699136	1.759218	1.023965	0.003807	26.536072	0.091152	0.785089	1.818151	2.088489	1703.663326
2162	-12.606903	-5997.004165	-1205.168315	1.824664	0.985757	0.023932	25.810818	0.051565	0.742075	1.750666	2.102947	1704.822164
2163	-12.400308	-6033.230696	-1205.293737	1.806428	0.932947	0.029788	24.348288	0.012224	0.771832	1.931760	2.247902	1706.796760
2164	-12.266930	-5999.652801	-1196.973658	1.725537	0.888817	0.033241	24.751493	0.198062	0.722750	1.602163	1.969105	1684.744821
2165	-12.458746	-6031.149050	-1210.755316	1.778922	0.944755	0.024663	24.106399	0.038291	0.674678	1.584418	2.080178	1708.221555
2166	-12.775481	-6013.061866	-1203.619335	1.860349	0.948804	0.014287	23.828787	0.001607	0.699853	1.615500	2.045348	1693.523341
2167	-12.472495	-5962.782597	-1196.310277	1.831752	0.870682	0.025568	24.753684	0.055182	0.742157	1.783735	2.142471	1670.527176
2168	-11.984304	-5937.592073	-1185.401435	1.847449	0.992261	0.086133	24.232569	0.086290	0.702359	1.508271	1.903112	1650.806210
2169	-12.296086	-5900.027128	-1182.858153	1.826519	1.094200	0.046005	24.124897	0.131384	0.672793	1.415952	1.864378	1632.371576
2170	-12.275557	-5874.850726	-1196.288630	1.770393	1.085768	0.043905	24.212417	0.140321	0.616683	1.283727	1.865437	1632.175878
2171	-12.911051	-5926.170967	-1193.115017	1.808284	1.332777	0.017987	24.551899	0.013801	0.698400	1.755029	2.226420	1642.342049
2172	-12.946450	-5961.261735	-1193.106385	1.797757	1.096690	0.011507	24.375996	0.015816	0.736511	1.802989	2.179695	1667.689630
2173	-12.854831	-5962.726458	-1189.334533	1.961179	0.823842	0.013252	24.402499	0.098864	0.756050	1.772654	2.096787	1666.903718
2174	-12.689292	-6059.622697	-1211.320146	1.719097	0.902788	0.012948	23.991288	0.137809	0.779015	1.826311	2.110157	1728.871769
2175	-12.579095	-6021.326387	-1211.012303	1.754392	0.927538	0.017565	23.941660	0.012758	0.686626	1.501522	1.936673	1714.375104
2176	-12.794914	-5996.691707	-1194.644075	1.801715	1.004336	0.013727	24.091932	0.474973	0.722603	1.789850	2.200175	1685.493650
2177	-12.390546	-5969.976788	-1209.330754	1.748872	0.875812	0.025579	24.399996	0.006501	0.655780	1.464428	1.981410	1684.315911
2178	-12.392726	-5996.993146	-1198.190673	1.824903	1.055211	0.037846	24.723101	0.125742	0.740756	1.845837	2.220603	1685.157087
2179	-12.028702	-6041.593607	-1202.388101	1.789555	0.781413	0.051770	23.678533	0.197602	0.793893	1.999337	2.277819	1710.773401
2180	-12.382952	-6087.106018	-1202.819526	1.772604	1.009032	0.035972	25.417507	0.023466	0.814732	2.131106	2.383845	1736.932534
2181	-12.434894	-6068.355019	-1219.824768	1.731555	0.894305	0.027464	26.341060	0.200713	0.713844	1.627204	2.022407	1732.587717
2182	-12.140429	-6049.708880	-1204.641228	1.798809	0.982720	0.053904	23.747213	0.064842	0.759095	2.178297	2.568263	1708.751982
2183	-12.041966	-6042.828038	-1199.602565	1.709396	0.955917	0.058052	24.744944	0.009585	0.734505	1.696625	2.055920	1701.774800
2184	-12.413074	-5997.432394	-1205.834302	1.791852	0.944767	0.027308	23.883025	0.129148	0.744594	1.825397	2.186484	1695.739399
2185	-12.199077	-6051.123035	-1215.468740	1.780216	0.759067	0.034863	23.905427	0.053061	0.722011	1.844019	2.268421	1734.176903
2186	-12.639649	-5969.206908	-1203.970270	1.866620	0.807980	0.016782	23.824602	0.025958	0.727862	1.952697	2.384997	1688.970393
2187	-12.511460	-6038.974291	-1202.202972	1.805066	1.079499	0.028293	24.357380	0.154516	0.755987	1.892433	2.238617	1713.395114
2188	-12.977791	-5976.124276	-1212.026960	1.731456	0.948362	0.007316	23.519741	0.068699	0.781684	1.697171	1.955883	1697.094238
2189	-12.691577	-6009.243484	-1201.389167	1.793261	1.027534	0.016721	23.810661	0.407652	0.669952	1.544722	2.042894	1694.817831
2190	-12.977475	-5993.563399	-1198.111679	1.765799	0.846523	0.007399	24.125215	0.165175	0.765120	1.809495	2.120053	1696.335048
2191	-13.088592	-6015.051372	-1221.732735	1.802312	0.781403	0.005820	23.982818	0.024543	0.662134	1.518042	2.032670	1724.974295
2192	-12.924685	-6031.949954	-1208.317822	1.746468	0.967179	0.008923	23.970668	0.086643	0.713365	1.569437	1.951811	1715.340704
2193	-12.823990	-6048.681842	-1211.541973	1.788893	1.041993	0.012946	23.726395	0.051050	0.742978	1.924377	2.309248	1726.187164
2194	-12.869997	-5998.137734	-1201.611602	1.791459	1.015297	0.013317	25.535233	0.064526	0.665873	1.594708	2.122577	1690.919619
2195	-13.054221	-5948.664810	-1197.505732	1.768157	0.896572	0.006556	23.798081	0.053183	0.687550	1.682381	2.167058	1666.628134
2196	-13.241298	-5964.382180	-1196.374549	1.770671	0.925585	0.004660	23.817166	0.146691	0.701577	1.716385	2.167993	1670.666106
2197	-12.774999	-6028.963362	-1193.526494	1.815938	0.939058	0.013633	24.029765	0.085870	0.891971	2.147120	2.270379	1700.180001
2198	-12.523288	-6006.343577	-1209.479219	1.788390	0.990890	0.024754	24.805195	0.008395	0.733058	1.794722	2.178497	1704.129201
2199	-12.360887	-6050.469480	-1207.485189	1.771741	1.014247	0.035444	24.912442	0.462521	0.774155	1.885287	2.188739	1713.873810
2200	-12.582117	-6047.307874	-1215.215913	1.776286	1.015551	0.022622	24.991893	0.196997	0.705544	1.794173	2.254224	1718.375793
2201	-12.422377	-6013.023277	-1213.704575	1.793014	0.902157	0.026636	24.261055	0.047839	0.616232	1.453286	2.113739	1702.989594
2202	-12.824255	-6032.116022	-1211.490299	1.764282	0.867373	0.011405	25.150731	0.444488	0.774109	1.926462	2.236646	1710.117310
2203	-12.733467	-6027.945258	-1206.318092	1.738501	0.924171	0.012214	23.720981	0.304502	0.739503	1.744018	2.101124	1715.554197
2204	-12.797646	-6106.805206	-1220.754508	1.735855	0.826285	0.012281	26.129348	0.011089	0.837809	2.221653	2.439325	1763.727528
2205	-12.249843	-6089.923032	-1216.544449	1.733695	0.867834	0.035184	24.709465	0.241640	0.810261	2.108340	2.367368	1749.894269
2206	-12.458024	-6047.631523	-1208.814401	1.813545	0.934710	0.026729	24.376668	0.146797	0.806418	1.960686	2.208907	1725.070448
2207	-12.990956	-6041.310779	-1201.186700	1.775369	1.006975	0.008668	23.876949	0.005920	0.756664	1.890537	2.234755	1721.640743
2208	-12.061457	-6077.399715	-1207.702730	1.799677	0.803379	0.051397	24.032391	0.044604	0.793635	1.908100	2.174388	1736.739184
2209	-12.255251	-5991.999776	-1210.711486	1.780614	0.977525	0.041678	24.516246	0.040875	0.611630	1.288833	1.892128	1701.385208
2210	-12.142916	-6029.689372	-1208.867580	1.789702	1.001064	0.054524	24.276349	0.073085	0.735041	1.742549	2.110244	1714.808959
2211	-12.577471	-6117.514382	-1211.121535	1.695150	0.963868	0.017440	23.687373	0.209809	0.865929	2.490810	2.679308	1754.812406
2212	-13.223898	-6026.751172	-1198.623048	1.821172	0.962676	0.006314	25.394772	0.183571	0.785200	1.935958	2.223579	1710.045278
2213	-12.933217	-6011.728256	-1211.242012	1.762424	0.884057	0.008216	23.765219	0.000100	0.744992	1.899569	2.274312	1714.590194
2214	-12.631776	-6039.941298	-1203.208428	1.780181	0.812615	0.014215	23.607812	0.088308	0.741250	1.778161	2.137981	1722.097126
2215	-12.686239	-6072.404964	-1212.254559	1.786049	0.689830	0.012018	24.010053	0.066560	0.678942	1.689365	2.203721	1731.724778
2216	-12.899951	-5952.842359	-1201.881847	1.850429	0.739565	0.009154	24.325924	0.044358	0.681173	1.540781	2.003233	1689.304599
2217	-12.531622	-5964.747960	-1200.069390	1.843508	0.934117	0.025095	25.018089	0.317235	0.704862	1.539499	1.936006	1682.885038
2218	-12.821169	-5976.993885	-1193.045765	1.777664	0.925713	0.011885	24.740782	0.141462	0.704140	1.576045	1.983878	1676.188169
2219	-12.648722	-6086.235790	-1213.014404	1.729278	0.822925	0.014639	25.065685	0.008429	0.772430	1.933302	2.248350	1737.943189
2220	-12.682148	-6015.952666	-1200.613761	1.816319	0.794919	0.013724	23.861000	0.064655	0.746336	1.814258	2.168907	1705.624819
2221	-12.946557	-6069.923379	-1202.250635	1.774257	0.949527	0.009348	24.610884	0.067418	0.776715	1.830342	2.119580	1723.377561
2222	-13.320881	-6073.057620	-1200.937160	1.744143	0.810810	0.003392	23.731875	0.003558	0.841630	2.126400	2.327931	1735.359599
2223	-13.047460	-6046.879939	-1212.074419	1.838704	0.877265	0.007392	23.489516	0.088840	0.908156	2.368161	2.479610	1727.298195
2224	-12.761803	-5968.092338	-1195.775793	1.785644	0.910734	0.012085	23.631912	0.113814	0.683215	1.456453	1.887901	1680.890840
