it	prior	PP_lik	BD_lik	q_0	q_1	q_2	root_age	death_age	w_shape	w_scale_0	mean_longevity_0	tot_length	
861	-11.969107	-5923.147690	-1179.174402	1.802405	1.022658	0.087802	24.037933	0.044454	0.730578	1.567792	1.908649	1628.186298
862	-12.243409	-5948.968144	-1176.062251	1.810921	1.031560	0.048285	23.910616	0.077653	0.807036	1.991391	2.242292	1644.411159
863	-12.137062	-5908.135154	-1204.200725	1.870751	0.942620	0.059298	23.762734	0.358592	0.710776	1.660409	2.071866	1652.567477
864	-12.038775	-5956.635070	-1185.312364	1.796010	1.165408	0.105036	25.149901	0.002811	0.735579	1.720104	2.081752	1657.685971
865	-12.266758	-5929.788014	-1196.390447	1.837546	1.224664	0.072363	25.064027	0.055860	0.619991	1.445917	2.087366	1655.299908
866	-11.988530	-6037.182808	-1192.573529	1.760120	1.073941	0.085620	24.261453	0.008379	0.712408	1.571729	1.957070	1683.477255
867	-12.132363	-5907.774367	-1180.884867	1.858815	0.933316	0.060153	23.948041	0.307802	0.726664	1.899869	2.323838	1630.433422
868	-12.339957	-5916.064177	-1182.637652	1.859217	1.161506	0.051307	24.066993	0.053255	0.650327	1.388936	1.896610	1637.744482
869	-12.056373	-5980.889051	-1187.049164	1.811323	0.998677	0.072734	24.188927	0.079752	0.693480	1.717926	2.194277	1657.785964
870	-12.564117	-5951.981303	-1185.109576	1.832895	0.905629	0.020959	23.833696	0.005245	0.774845	1.771947	2.055749	1655.778125
871	-12.480589	-5908.587244	-1178.413244	1.857790	1.005742	0.031190	24.410955	0.457125	0.814016	1.846476	2.066710	1626.699243
872	-12.263456	-5986.702152	-1182.679937	1.834540	1.019903	0.048603	24.088069	0.167755	0.812913	2.055919	2.303284	1661.960071
873	-12.542492	-5954.625356	-1189.570045	1.850454	0.875691	0.023158	24.438089	0.142563	0.770937	1.789539	2.084280	1659.588457
874	-12.414121	-5911.147867	-1181.758663	1.917182	0.989018	0.040035	24.656926	0.044929	0.687483	1.498158	1.929947	1644.011868
875	-12.663422	-5938.458635	-1185.901017	1.817359	1.055751	0.019435	23.520687	0.262841	0.700373	1.614042	2.042055	1652.128496
876	-12.960451	-5940.689053	-1189.192934	1.874592	1.064964	0.012818	24.498444	0.107643	0.644743	1.374423	1.894991	1651.827724
877	-12.725937	-5924.091486	-1187.216625	1.793360	1.024307	0.016464	23.906685	0.063919	0.710265	1.772136	2.212749	1645.134455
878	-13.013382	-5958.776523	-1188.091729	1.889238	0.992984	0.010814	24.438038	0.024609	0.801238	1.952318	2.209540	1657.685532
879	-13.108765	-5948.028427	-1181.462137	1.919441	0.941919	0.008363	23.650035	0.079149	0.759288	2.053437	2.420556	1641.138092
880	-12.718726	-5929.622890	-1178.368931	1.828073	1.180080	0.021327	23.687336	0.242000	0.787423	1.876454	2.150708	1638.838704
881	-12.505223	-5855.373363	-1174.300605	1.812631	1.123659	0.031578	24.179241	0.349069	0.621622	1.308011	1.882248	1603.131041
882	-12.329285	-5857.790658	-1170.143245	1.836872	1.429261	0.075514	23.639433	0.054927	0.659621	1.511383	2.032032	1595.028036
883	-12.238968	-5872.441937	-1177.176434	1.795862	1.161210	0.059502	24.430829	0.000122	0.640344	1.355349	1.883294	1614.490671
884	-12.262483	-5844.468224	-1168.448172	1.832173	1.042835	0.048875	24.108232	0.140857	0.757731	1.719605	2.030389	1599.062107
885	-12.873339	-5754.956616	-1165.888319	1.953666	1.238123	0.021656	24.216728	0.074295	0.671578	1.391756	1.835958	1568.383110
886	-12.890018	-5912.848295	-1175.536655	1.824395	1.105978	0.013531	23.798628	0.124985	0.821454	1.918026	2.133525	1627.575478
887	-12.800260	-5942.421200	-1190.239621	1.874243	1.079875	0.018553	24.622685	0.137632	0.792095	1.919751	2.190769	1649.407143
888	-12.576142	-5887.498913	-1184.018407	1.820905	1.123056	0.026918	24.072852	0.011674	0.699442	1.534936	1.944438	1628.576694
889	-13.233609	-5946.659774	-1176.734177	1.807163	1.113177	0.006819	24.188714	0.129240	0.739831	1.794961	2.161685	1649.753984
890	-13.281764	-5926.624436	-1199.724054	1.841642	1.003078	0.005650	24.056030	0.060842	0.599567	1.180618	1.778003	1657.286081
891	-13.149898	-5929.492823	-1181.989949	1.834886	0.951948	0.006550	23.546006	0.130883	0.686768	1.663431	2.145065	1642.093141
892	-13.535362	-5885.569792	-1173.215693	1.859834	0.995827	0.003391	23.850978	0.099771	0.704273	1.719956	2.164642	1623.091909
893	-12.788780	-5942.517329	-1182.734867	1.839823	0.950254	0.014574	24.297079	0.053694	0.750522	1.698533	2.021182	1649.047084
894	-12.704736	-5915.190343	-1177.337826	1.892440	1.276023	0.028807	23.898167	0.039360	0.698882	1.646079	2.086829	1634.318775
895	-11.956001	-5957.090291	-1195.660595	1.817216	1.037134	0.096412	23.914818	0.228425	0.738848	1.798379	2.168250	1661.709251
896	-12.406927	-5973.865726	-1185.810983	1.774393	1.013329	0.033192	24.799140	0.087238	0.724971	1.730189	2.120660	1674.320940
897	-12.700258	-5970.331139	-1182.428995	1.784948	0.997705	0.017873	24.837719	0.152521	0.865873	1.951510	2.099277	1661.096143
898	-12.621375	-5960.208261	-1181.524317	1.790346	0.948726	0.018344	23.677398	0.072036	0.830213	2.084517	2.302384	1653.499902
899	-12.796274	-5946.104490	-1189.207536	1.789456	1.159777	0.016421	23.698883	0.031132	0.752079	1.747160	2.075513	1659.056227
900	-12.828326	-6006.605139	-1186.115689	1.934372	1.095185	0.019600	24.369763	0.014669	0.812082	2.052979	2.301617	1688.040000
901	-12.598148	-5988.212199	-1187.136119	1.882403	0.945491	0.022868	23.646608	0.007292	0.924021	2.315308	2.402358	1683.383798
902	-12.347647	-5928.682635	-1186.525656	1.791441	0.959030	0.035563	24.514190	0.066998	0.754166	1.870414	2.216907	1661.614694
903	-12.572078	-6013.216150	-1202.373886	1.768769	0.815132	0.017840	24.201370	0.138627	0.775545	2.074834	2.405483	1707.520684
904	-12.756689	-5969.550608	-1189.252053	1.840407	1.046211	0.017625	24.063717	0.155009	0.873333	2.117174	2.265938	1676.975644
905	-12.161346	-5902.491130	-1182.715789	1.862584	0.974627	0.062902	24.590092	0.028155	0.662988	1.540440	2.059822	1637.250100
906	-12.124942	-5903.728330	-1181.178896	1.842809	1.067251	0.069633	24.026760	0.138620	0.717324	1.505771	1.863211	1624.485459
907	-12.795675	-5969.707773	-1183.480982	1.815905	0.919975	0.013047	24.109318	0.072993	0.801524	1.757613	1.988676	1656.966343
908	-13.077812	-5912.899436	-1178.656059	1.832355	1.061554	0.010172	25.464161	0.091725	0.711109	1.652082	2.060584	1628.658968
909	-12.612597	-5822.486262	-1170.706457	1.852868	1.033622	0.026569	25.374710	0.006741	0.643487	1.399045	1.933197	1591.198300
910	-12.571994	-5863.172536	-1177.799354	1.877316	0.853224	0.024407	25.382253	0.379776	0.637515	1.405268	1.962624	1612.467735
911	-12.492395	-5919.381556	-1181.180718	1.815099	0.960003	0.031699	26.280304	0.023440	0.671432	1.487416	1.962589	1644.408567
912	-13.338490	-5899.773770	-1177.953104	1.863153	0.901678	0.004800	24.481196	0.006303	0.744720	1.802533	2.158793	1636.042231
913	-13.034283	-5932.858777	-1198.406696	1.778511	0.882688	0.007318	24.201385	0.005730	0.672726	1.476874	1.944792	1665.969975
914	-13.028699	-5995.226106	-1187.509322	1.929475	0.897850	0.009236	23.432703	0.047199	0.792430	1.991776	2.272260	1682.952253
915	-13.551829	-5951.030473	-1188.677022	1.897864	1.054162	0.003655	23.598309	0.296963	0.726703	1.716299	2.099207	1672.095248
916	-13.724946	-5935.753522	-1183.220039	1.875130	0.949549	0.002275	24.098176	0.072871	0.811900	1.828356	2.050108	1663.729896
917	-13.604038	-5972.560125	-1181.879048	1.816098	1.014341	0.003180	25.199841	0.011636	0.849346	2.044150	2.225014	1674.280181
918	-13.185712	-5966.488659	-1189.541698	1.815385	0.834013	0.005946	24.943672	0.003025	0.778669	2.030006	2.346304	1678.991054
919	-13.803905	-5989.861054	-1187.771954	1.800931	1.037159	0.002064	24.561186	0.001806	0.903939	2.290689	2.404507	1687.383586
920	-13.138951	-6029.388301	-1188.730972	1.845926	1.100728	0.009457	24.890985	0.076206	0.792942	2.123977	2.421935	1694.708462
921	-12.480508	-6012.658114	-1189.749086	1.820932	0.928222	0.026990	24.479091	0.055620	0.775061	1.892186	2.194778	1683.938145
922	-12.752121	-5991.824693	-1194.449467	1.832163	1.022252	0.017738	24.646399	0.022918	0.710423	1.751826	2.186939	1686.983103
923	-13.153952	-5984.893091	-1187.753479	1.865687	1.095312	0.009807	25.712063	0.054411	0.753153	1.720762	2.041769	1672.940906
924	-12.596155	-5951.195899	-1190.491379	1.832370	1.042496	0.024885	24.506593	0.366582	0.685093	1.645260	2.126792	1661.613882
925	-12.419571	-5930.860601	-1186.310549	1.747531	1.072558	0.031637	24.197556	0.000616	0.716159	1.747969	2.166096	1661.386443
926	-12.694499	-5898.832585	-1191.391376	1.825124	1.077777	0.021607	24.926179	0.041503	0.663357	1.468515	1.962484	1647.869121
927	-12.233022	-5956.374364	-1192.871381	1.807084	0.947297	0.052226	25.754558	0.107527	0.661761	1.575403	2.110750	1672.286561
928	-12.492746	-5920.983965	-1197.428284	1.823941	0.955753	0.027598	24.713925	0.158649	0.671994	1.459254	1.923760	1654.947551
929	-12.505408	-5941.585579	-1185.640005	1.934802	1.119602	0.042036	24.936548	0.218782	0.752853	1.811059	2.149611	1648.183944
930	-12.575526	-5951.548321	-1180.958882	1.830810	0.990722	0.024858	24.763749	0.007984	0.787177	1.901399	2.179805	1665.367659
931	-12.782967	-5968.651683	-1190.835203	1.816730	0.802568	0.013416	25.492640	0.033764	0.759074	1.695139	1.998652	1676.085960
932	-12.771719	-5890.408399	-1177.184006	1.814422	1.121376	0.017608	24.061699	0.046515	0.765527	1.730513	2.026666	1632.651782
933	-13.050932	-5876.902460	-1182.554015	1.871670	0.933119	0.008637	23.915416	0.045662	0.625672	1.413383	2.018001	1630.469794
934	-13.043789	-5919.764592	-1184.143738	1.884108	1.146419	0.012753	24.814980	0.144247	0.789964	1.969726	2.252247	1641.231303
935	-12.901653	-5926.729086	-1178.141586	1.826399	0.974454	0.012134	24.774083	0.014635	0.751597	1.706794	2.028625	1637.708034
936	-12.665310	-5910.087043	-1185.529021	1.854843	1.021420	0.022270	24.747583	0.068993	0.633278	1.418643	1.996724	1645.377892
937	-12.580874	-5924.612576	-1194.114072	1.833003	0.798448	0.019054	24.250420	0.070657	0.688162	1.738715	2.237651	1666.971336
938	-12.911993	-5903.488594	-1183.356121	1.839572	0.988881	0.011098	23.441549	0.081060	0.708760	1.727582	2.161363	1641.795515
939	-12.419350	-5993.523710	-1190.343285	1.807569	0.857324	0.027492	24.534116	0.136999	0.761195	1.740591	2.047665	1686.429794
940	-12.403070	-5931.164472	-1186.053736	1.894280	1.006412	0.039823	24.424277	0.108955	0.649680	1.490026	2.036901	1641.619658
941	-12.358112	-5891.107009	-1180.562073	1.897015	1.160694	0.052242	23.850962	0.206109	0.661662	1.585487	2.124602	1622.711085
942	-12.616466	-5929.819668	-1179.974430	1.856317	1.130723	0.025730	23.725705	0.134759	0.723959	1.610743	1.976707	1640.286137
943	-12.441079	-5947.005645	-1173.212223	1.776372	1.181235	0.039314	24.931846	0.014678	0.749712	1.710320	2.037019	1635.789926
944	-12.229069	-5905.350245	-1185.301604	1.845244	1.010036	0.058541	25.386529	0.109142	0.658886	1.364656	1.836968	1632.125570
945	-12.754594	-5911.693884	-1180.938794	1.828920	1.088174	0.020383	25.660997	0.153522	0.735977	1.462509	1.769177	1622.103033
946	-12.450421	-5943.100849	-1179.077935	1.877258	1.084019	0.037066	24.058514	0.151102	0.757814	1.753859	2.070651	1642.304574
947	-12.354426	-5943.262714	-1192.989527	1.808027	0.892571	0.031087	23.921026	0.011966	0.674342	1.480972	1.945362	1652.077998
948	-12.146217	-5973.274976	-1195.083032	1.793644	0.874512	0.047322	23.967526	0.068150	0.787637	1.873676	2.147092	1673.996799
949	-12.516139	-6003.440757	-1187.388982	1.843513	1.091855	0.031204	24.341157	0.110111	0.737929	1.628215	1.965171	1675.152825
950	-12.351314	-6009.739304	-1197.273959	1.850723	0.910666	0.036380	24.297469	0.040647	0.715392	1.824341	2.262942	1694.878850
951	-12.012537	-6009.954989	-1202.210515	1.818992	0.863121	0.071331	24.671718	0.237684	0.776996	1.844982	2.135944	1687.598811
952	-12.622270	-5987.700896	-1176.555875	1.878883	1.002881	0.022516	23.670269	0.322395	0.810084	1.941381	2.180230	1662.479189
953	-12.628242	-5902.891010	-1184.779147	1.782962	1.000403	0.020709	24.910581	0.277391	0.707064	1.550934	1.944694	1642.355720
954	-12.423469	-6034.080398	-1188.738714	1.804444	1.002847	0.031282	24.088726	0.191351	0.816673	1.938215	2.164546	1696.647695
955	-12.653721	-6011.782402	-1204.957987	1.786569	1.115695	0.021192	23.986115	0.016564	0.733168	1.669471	2.026200	1695.748148
956	-12.959506	-5941.873855	-1183.451751	1.841386	0.924284	0.009614	23.861471	0.105590	0.699432	1.566456	1.984395	1657.014212
957	-12.888304	-5927.747296	-1185.076471	1.953694	0.980129	0.015554	24.562906	0.032745	0.693648	1.707713	2.180717	1649.516358
958	-12.384208	-6000.423437	-1189.671380	1.765144	0.891593	0.026901	23.675471	0.153946	0.803102	2.000101	2.259880	1683.388636
959	-12.567287	-5978.943730	-1196.177345	1.914783	0.845185	0.022804	23.949326	0.014544	0.729397	1.718391	2.094947	1683.768651
960	-12.601710	-6019.121723	-1194.624012	1.760293	1.093563	0.024083	24.707116	0.016903	0.801013	2.079819	2.354312	1699.090607
961	-12.985293	-5992.515621	-1186.122767	1.792471	1.010715	0.009721	24.272977	0.056927	0.717883	1.707802	2.111711	1672.747197
962	-12.953463	-5973.302240	-1184.592425	1.857579	1.061467	0.012597	24.489652	0.061899	0.757343	1.803955	2.130865	1664.075713
963	-12.850742	-5938.880461	-1197.316237	1.850491	0.934427	0.013237	24.369150	0.024188	0.740479	1.950264	2.346977	1660.414206
964	-13.561938	-5911.302588	-1174.703306	1.906426	1.162446	0.004261	23.604651	0.188155	0.855775	2.101552	2.276822	1624.631500
965	-12.503265	-5919.216024	-1169.871293	1.822119	1.049037	0.027342	23.657827	0.074567	0.759352	1.677611	1.977406	1630.756719
966	-12.587014	-5981.098974	-1177.719749	1.772069	1.142693	0.026853	24.889641	0.127551	0.748977	1.713816	2.042836	1655.088732
967	-12.168359	-5986.703428	-1179.701634	1.855114	1.033941	0.064089	24.127780	0.378657	0.829034	2.050896	2.267375	1662.185111
968	-12.201540	-5912.396036	-1197.945397	1.847957	1.024274	0.055279	23.678293	0.082086	0.745285	1.929924	2.309897	1652.038537
969	-12.121618	-5906.787013	-1182.889553	1.882695	1.095075	0.082250	24.199726	0.037536	0.707023	1.677897	2.104005	1636.745230
970	-12.223073	-5863.588702	-1178.985241	1.889165	0.912104	0.050765	24.210745	0.280564	0.644634	1.378419	1.900864	1620.955162
971	-12.643205	-5929.580361	-1181.135647	1.916204	1.023824	0.025366	24.482182	0.120853	0.804695	1.894146	2.137162	1638.852972
972	-12.183116	-5938.041596	-1190.016837	1.875212	0.907475	0.057800	24.947204	0.057258	0.798440	1.835233	2.082239	1660.604675
973	-12.501552	-5951.270743	-1188.250080	1.799802	0.913762	0.027158	25.529554	0.065975	0.800721	2.007029	2.272506	1672.794551
974	-12.312758	-5983.737311	-1188.884208	1.795745	1.024886	0.041917	24.671775	0.186718	0.751070	1.647151	1.958863	1672.451312
975	-12.274382	-6016.195847	-1197.800878	1.775085	0.803255	0.035222	24.748313	0.154215	0.760180	2.049557	2.413711	1691.775617
976	-12.475682	-6007.087481	-1194.482301	1.783125	1.033179	0.030418	24.859366	0.029084	0.788555	1.992799	2.281632	1689.203571
977	-12.878866	-6026.451407	-1197.154653	1.874005	0.932903	0.013473	24.891351	0.042397	0.796828	1.952607	2.218637	1698.803058
978	-12.460146	-6022.883375	-1187.844533	1.788731	1.218205	0.037773	24.049901	0.073092	0.765191	1.830776	2.144830	1684.547437
979	-12.529353	-6017.664325	-1197.803158	1.798445	1.004517	0.023799	23.697268	0.122827	0.769831	1.831016	2.134969	1694.135693
980	-12.656786	-5941.367289	-1187.548474	1.802049	1.079984	0.020972	24.037856	0.072561	0.661662	1.588037	2.128018	1650.256734
981	-12.928245	-6001.961905	-1185.255557	1.791053	1.030915	0.011501	24.448166	0.285072	0.827255	2.041193	2.259861	1674.623090
982	-12.838362	-5955.442001	-1185.753116	1.826626	0.900979	0.011497	23.735404	0.108258	0.731610	1.582254	1.923890	1658.169215
983	-12.194365	-5964.999668	-1191.854792	1.836129	0.959604	0.050856	23.994143	0.200709	0.700182	1.592805	2.015710	1659.660912
984	-12.410617	-5956.370346	-1191.147074	1.853542	1.106249	0.040708	24.234597	0.012219	0.719898	1.679794	2.071836	1658.103096
985	-13.181295	-5935.755827	-1201.706426	1.806798	0.800631	0.005252	24.215420	0.341072	0.726995	1.694478	2.071784	1671.346971
986	-12.702729	-5886.314706	-1191.547729	1.774618	1.047298	0.017427	24.157704	0.237163	0.642638	1.334103	1.846228	1646.298483
987	-13.193046	-5976.380520	-1185.052513	1.836517	1.018626	0.007037	24.473420	0.235706	0.669298	1.520813	2.013329	1660.088154
988	-12.608410	-5883.974583	-1181.604732	1.852153	1.011034	0.023522	24.325819	0.109179	0.637533	1.295041	1.808619	1631.026827
989	-12.885509	-5938.927874	-1179.993993	1.823536	0.940837	0.011596	24.159343	0.255146	0.804586	2.023305	2.283111	1644.969980
990	-12.970449	-5941.101776	-1189.021373	1.889549	1.006393	0.012605	25.127839	0.121704	0.793069	1.797625	2.049561	1663.451230
991	-12.653486	-5901.577177	-1180.389086	1.851525	0.996688	0.020049	23.764859	0.090607	0.720200	1.728578	2.131203	1635.129619
992	-12.364477	-5893.043006	-1178.584415	1.907890	0.944425	0.041882	24.632770	0.161390	0.748714	1.821305	2.171590	1626.442398
993	-12.591928	-5972.940646	-1188.623421	1.772678	1.007058	0.021587	24.681129	0.110510	0.723980	1.547680	1.899266	1662.867460
994	-13.050949	-6037.061618	-1189.326925	1.858671	1.085904	0.011503	25.255491	0.118820	0.831298	1.991541	2.197802	1693.771104
995	-13.035977	-6004.510578	-1193.271787	1.772685	1.121420	0.009903	24.300423	0.054208	0.757844	1.911801	2.257049	1679.191073
996	-13.093734	-6021.824314	-1193.685254	1.762074	1.064880	0.008959	25.288320	0.220021	0.823293	2.213341	2.458317	1687.538669
997	-12.595386	-5890.058145	-1176.546598	1.885271	1.032322	0.028903	25.327563	0.211086	0.650979	1.380136	1.882499	1623.531318
998	-12.266747	-5948.760716	-1182.714483	1.896006	1.078521	0.054217	23.398503	0.060575	0.757769	1.848577	2.182582	1649.266108
999	-12.498154	-5909.816727	-1185.141676	1.832851	1.173307	0.041217	25.844480	0.010208	0.664129	1.331735	1.777494	1630.911369
1000	-12.692658	-5995.677540	-1179.068331	1.870181	1.117903	0.022960	24.094767	0.129513	0.785473	1.822859	2.093134	1665.937245
1001	-12.768965	-5933.943754	-1177.849024	1.859169	1.311107	0.025181	23.901300	0.024752	0.728848	1.813379	2.212209	1647.242913
1002	-12.698111	-5929.139983	-1188.389417	1.882239	0.895712	0.017227	23.802559	0.219173	0.746155	1.844254	2.205213	1656.183350
1003	-11.967309	-6004.604308	-1197.799690	1.808841	0.821905	0.068735	24.047482	0.145758	0.738438	1.658226	2.000217	1698.894517
1004	-12.236299	-6053.914702	-1194.239082	1.842038	1.036868	0.055634	24.284272	0.014351	0.840919	2.226850	2.439217	1726.409153
1005	-12.251148	-6032.326971	-1199.421109	1.779441	0.877309	0.042518	25.260213	0.040747	0.818466	2.126713	2.371506	1718.338459
1006	-13.004760	-5967.429112	-1202.788921	1.824819	0.955199	0.009820	24.955127	0.050938	0.693366	1.655276	2.114593	1694.339635
1007	-12.856147	-6008.664029	-1209.797297	1.782014	0.867670	0.010450	24.102947	0.006432	0.682480	1.676807	2.175881	1725.264588
1008	-12.938977	-6042.361261	-1209.002907	1.834261	0.822992	0.009253	23.755581	0.281914	0.855860	2.346559	2.542109	1728.565991
1009	-13.092049	-5924.466523	-1190.898347	1.827818	0.959735	0.008130	24.839761	0.096499	0.761142	1.706670	2.007872	1658.829568
1010	-13.204826	-5962.030815	-1176.045568	1.869227	0.978844	0.006832	24.262539	0.037641	0.794474	1.920382	2.186702	1660.909119
1011	-13.018096	-5992.426586	-1196.020754	1.860567	0.886896	0.008723	24.074532	0.108256	0.798216	1.938275	2.199592	1687.389052
1012	-12.887820	-5947.017398	-1189.840875	1.907394	0.841684	0.011650	24.187306	0.017648	0.800793	1.739071	1.968979	1667.033323
1013	-12.433277	-5936.468888	-1189.102177	1.822981	0.786918	0.025033	24.442536	0.130554	0.733028	1.560574	1.894347	1654.432804
1014	-12.319269	-5949.409734	-1188.939355	1.850190	0.854884	0.047023	27.076381	0.194712	0.723516	1.699160	2.086346	1663.096239
